,date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
22052,2002-05-18,18.1,10.4,10.8,0.3,998.7,9.0,2.5,3.4
22053,2002-05-19,17.2,8.8,6.9,1.2,997.8,10.6,2.3,3.2
22054,2002-05-20,15.9,7.4,2.9,0.4,990.5,14.3,1.8,2.8
22055,2002-05-21,12.5,5.8,-1.3,6.9,979.3,15.9,1.3,2.1
22056,2002-05-22,16.5,9.1,8.3,18.5,973.6,10.9,2.1,3
22057,2002-05-23,16.4,8.8,7.2,3.4,983.7,15.3,2.8,4.4
22058,2002-05-24,13.8,8.5,6.7,3.2,980.0,22.3,2.4,4.4
22059,2002-05-25,14.0,5.2,6.1,1.6,986.2,14.9,2.1,3.4
22060,2002-05-26,13.8,1.9,-2.4,0.0,987.8,5.9,2.5,3.6
22061,2002-05-27,16.9,7.1,4.5,4.4,990.2,7.6,2.8,4
22062,2002-05-28,15.7,8.9,7.3,12.8,985.9,12.8,1.9,2.9
22063,2002-05-29,14.6,8.1,7.5,4.4,995.7,14.9,2.7,4.4
22064,2002-05-30,16.2,8.0,5.4,2.4,1006.0,14.1,3.4,5.4
22065,2002-05-31,16.7,6.4,3.9,0.0,1012.4,7.7,2.9,4.2
22066,2002-06-01,20.0,5.5,1.8,4.4,1010.7,6.6,2.7,3.7
22067,2002-06-02,17.5,11.0,11.2,9.9,1003.6,7.8,2.1,2.9
22068,2002-06-03,15.6,7.5,7.5,2.2,995.9,11.6,3.1,4.9
22069,2002-06-04,14.5,5.7,5.2,2.7,991.4,12.8,2.3,3.7
22070,2002-06-05,16.4,5.5,1.5,0.0,993.8,5.8,3.2,4.6
22071,2002-06-06,17.3,10.0,7.8,0.1,993.8,7.0,1.7,2.3
22072,2002-06-07,15.1,11.4,11.4,6.5,990.9,9.4,1.1,1.6
22073,2002-06-08,15.0,10.7,10.1,0.8,992.9,6.8,1.5,2.1
22074,2002-06-09,16.0,8.3,8.2,5.0,988.0,10.5,2.8,4.2
22075,2002-06-10,15.2,8.2,6,2.2,990.8,17.0,3.0,5
22076,2002-06-11,15.9,7.5,6,4.7,998.2,11.3,2.9,4.6
22077,2002-06-12,15.9,6.4,4.1,0.4,999.5,11.9,2.8,4.4
22078,2002-06-13,14.2,8.3,6.4,7.2,1001.3,9.6,1.6,2.3
22079,2002-06-14,19.5,10.5,10.4,15.2,997.0,8.9,2.2,3.1
22080,2002-06-15,17.1,11.6,10,0.2,997.2,11.7,2.7,4.1
22081,2002-06-16,16.9,12.1,11.4,5.8,995.3,11.9,1.6,2.4
22082,2002-06-17,19.1,13.1,12.8,0.0,995.5,17.3,3.9,6.1
22083,2002-06-18,17.7,10.3,9.6,0.0,1003.4,14.2,3.5,5.3
22084,2002-06-19,18.2,8.6,7.7,1.7,1009.0,8.9,3.1,4.4
22085,2002-06-20,19.2,6.9,2.3,2.9,1008.8,7.0,3.5,5
22086,2002-06-21,21.6,11.0,10.3,5.3,1003.9,9.6,2.9,3.9
22087,2002-06-22,18.9,10.9,10.1,1.0,1003.8,12.9,3.6,5.4
22088,2002-06-23,18.7,8.0,6.1,0.2,1010.2,10.8,3.2,4.7
22089,2002-06-24,16.1,9.8,8.4,0.0,1015.8,13.0,2.2,3.5
22090,2002-06-25,17.9,9.9,9.7,0.0,1017.4,10.2,3.1,4.5
22091,2002-06-26,16.5,9.4,8,0.6,1012.8,15.3,2.2,3.6
22092,2002-06-27,17.6,7.3,7,0.0,1014.0,11.9,3.4,5.1
22093,2002-06-28,17.2,5.7,3.4,0.0,1016.2,10.0,3.1,4.5
22094,2002-06-29,20.0,9.2,6.7,0.0,1012.2,10.3,2.9,4.1
22095,2002-06-30,13.8,10.5,8.1,2.2,1000.8,13.2,1.3,2.1
22096,2002-07-01,15.5,9.3,8.4,2.9,988.9,12.0,2.4,3.6
22097,2002-07-02,16.8,8.8,8.2,0.0,985.3,13.2,2.7,4.1
22098,2002-07-03,18.1,7.5,6.2,4.5,994.4,10.8,2.7,4.1
22099,2002-07-04,15.2,8.6,5.9,8.3,1000.8,6.9,1.6,2.2
22100,2002-07-05,16.9,9.5,11.4,4.5,1000.5,8.5,2.8,4.1
22101,2002-07-06,16.5,8.5,3.6,0.8,1004.0,8.1,1.8,2.6
22102,2002-07-07,16.8,9.1,5.4,2.7,997.1,8.0,2.3,3.2
22103,2002-07-08,17.6,10.1,9.2,0.3,991.4,13.0,2.8,4.2
22104,2002-07-09,16.2,8.8,6.2,5.4,992.8,5.5,2.3,3.1
22105,2002-07-10,16.8,8.5,6.5,4.3,996.8,9.0,2.7,3.9
22106,2002-07-11,16.7,10.1,7,5.9,1004.0,6.4,2.9,4
22107,2002-07-12,17.2,8.5,5.3,5.7,1008.2,5.5,2.9,4
22108,2002-07-13,17.3,6.9,4.9,0.1,1012.0,5.6,2.8,4.1
22109,2002-07-14,22.8,13.9,12.7,0.0,1016.7,5.4,3.2,4.1
22110,2002-07-15,21.4,13.8,10.2,0.0,1017.0,9.1,2.8,3.9
22111,2002-07-16,16.6,12.7,12.6,0.1,1015.0,4.3,1.9,2.4
22112,2002-07-17,19.0,9.2,11,0.0,1014.2,5.0,2.7,3.6
22113,2002-07-18,18.0,6.7,2.1,0.0,1012.6,3.8,2.9,3.9
22114,2002-07-19,15.6,11.8,10.7,6.5,1009.3,5.5,1.8,2.5
22115,2002-07-20,17.1,8.3,7.1,0.5,1009.9,9.3,2.0,2.8
22116,2002-07-21,19.6,8.6,7.3,0.0,1011.8,7.3,3.2,4.5
22117,2002-07-22,21.2,12.6,11.9,0.5,1006.7,11.0,2.9,4
22118,2002-07-23,19.8,10.5,14.4,1.4,1002.7,14.5,2.8,4.3
22119,2002-07-24,16.4,10.1,7.1,0.0,1007.7,8.3,2.2,3
22120,2002-07-25,21.8,13.7,12.1,0.1,1005.1,12.7,3.1,4.3
22121,2002-07-26,20.4,13.2,12.5,0.0,1005.8,9.1,3.0,4.1
22122,2002-07-27,23.7,12.9,9.3,0.0,1004.2,6.5,3.0,4
22123,2002-07-28,20.8,12.3,9.6,1.6,1006.0,7.2,1.7,2.3
22124,2002-07-29,20.9,13.6,13.5,4.4,1007.8,6.8,1.9,2.5
22125,2002-07-30,17.3,12.5,13.1,1.4,1005.2,11.0,1.7,2.5
22126,2002-07-31,16.9,12.5,12,7.0,1002.0,9.0,1.3,1.8
22127,2002-08-01,18.3,13.5,13.6,2.2,1001.5,4.8,1.4,1.8
22128,2002-08-02,15.8,14.0,14.3,8.4,1001.9,6.1,0.7,1
22129,2002-08-03,18.5,13.6,13.7,1.7,1003.2,3.9,1.3,1.7
22130,2002-08-04,20.5,11.0,13.6,0.1,1004.8,4.2,2.9,3.9
22131,2002-08-05,21.8,10.4,7.5,0.0,1007.2,3.7,3.4,4.5
22132,2002-08-06,20.8,12.0,9.1,2.7,1008.9,6.9,1.9,2.6
22133,2002-08-07,18.1,12.1,14.2,1.9,1008.8,7.8,1.8,2.5
22134,2002-08-08,12.9,9.1,7.3,6.7,1003.2,7.2,1.2,1.7
22135,2002-08-09,17.2,9.0,9,0.0,997.8,10.8,2.9,4.1
22136,2002-08-10,18.0,9.3,7.1,0.0,1000.0,8.5,2.9,4.1
22137,2002-08-11,19.8,11.6,10.8,1.7,996.8,12.3,2.4,3.5
22138,2002-08-12,20.5,9.3,7.9,0.0,1004.3,9.8,2.3,3.4
22139,2002-08-13,21.4,16.7,15.6,6.8,1005.2,11.7,2.6,3.6
22140,2002-08-14,19.6,15.6,14.4,0.0,1003.0,9.7,2.5,3.4
22141,2002-08-15,20.3,10.8,10,0.2,1004.8,9.6,3.1,4.4
22142,2002-08-16,19.0,10.6,5.6,0.0,1006.6,7.2,3.1,4.4
22143,2002-08-17,21.9,12.2,9.1,0.0,999.0,13.5,3.0,4.4
22144,2002-08-18,17.1,10.5,8.2,1.3,1001.0,3.9,1.7,2.3
22145,2002-08-19,16.5,11.1,5.5,0.1,1004.7,3.1,1.4,1.8
22146,2002-08-20,17.8,10.2,9.7,2.5,1008.2,3.3,1.6,2.2
22147,2002-08-21,19.6,9.3,4.4,0.0,1011.1,4.6,2.6,3.5
22148,2002-08-22,19.2,11.1,5.7,10.6,1011.2,4.8,1.7,2.3
22149,2002-08-23,21.2,12.8,11.4,0.0,1010.3,7.4,2.5,3.4
22150,2002-08-24,17.0,11.4,12.2,0.1,1014.0,8.5,1.9,2.7
22151,2002-08-25,18.4,8.7,6.2,0.0,1018.5,5.3,2.7,3.8
22152,2002-08-26,18.2,7.2,4.2,0.0,1017.5,4.7,2.2,3.1
22153,2002-08-27,19.7,9.4,5.2,0.2,1014.0,7.9,1.9,2.7
22154,2002-08-28,21.2,15.2,14.5,1.2,1009.3,8.7,2.0,2.7
22155,2002-08-29,19.3,13.2,15.4,0.1,1006.6,8.6,1.9,2.7
22156,2002-08-30,19.0,11.4,10.3,2.3,1002.8,13.5,1.2,1.7
22157,2002-08-31,15.9,6.2,6.7,0.0,1016.0,8.5,1.9,2.7
22158,2002-09-01,18.8,4.6,1.1,0.0,1020.6,5.5,2.4,3.4
22159,2002-09-02,17.8,8.0,2.1,0.0,1016.5,6.2,2.2,3.2
22160,2002-09-03,18.5,6.5,2.6,0.0,1009.5,4.8,2.0,2.8
22161,2002-09-04,19.4,11.4,12.7,0.0,1003.7,4.8,1.7,2.2
22162,2002-09-05,17.9,7.9,8.6,1.4,1000.5,10.6,1.6,2.3
22163,2002-09-06,16.0,7.0,3.1,0.9,997.2,11.3,1.9,2.7
22164,2002-09-07,15.7,8.3,7.1,4.0,992.9,13.5,1.8,2.7
22165,2002-09-08,14.7,7.7,5.6,2.6,995.1,7.5,1.4,2
22166,2002-09-09,16.0,8.3,1,2.0,998.3,6.2,1.3,1.9
22167,2002-09-10,19.2,9.4,7.1,0.1,1005.0,10.0,2.0,2.9
22168,2002-09-11,20.8,9.5,11.7,0.0,1013.9,11.1,2.1,3.1
22169,2002-09-12,18.1,9.4,4.1,0.0,1016.0,6.7,1.1,1.6
22170,2002-09-13,17.8,11.8,6.8,0.1,1017.9,9.1,1.9,3
22171,2002-09-14,15.2,5.7,6.4,0.3,1020.3,6.4,1.0,1.4
22172,2002-09-15,15.7,4.9,1,0.1,1018.4,3.8,0.8,1.1
22173,2002-09-16,14.2,9.4,10.1,0.0,1014.5,4.4,1.1,1.4
22174,2002-09-17,16.1,9.1,4.5,0.0,1011.0,4.2,1.2,1.6
22175,2002-09-18,16.7,11.8,11.5,0.0,1008.8,5.5,1.2,1.6
22176,2002-09-19,16.5,6.7,8.5,0.0,1009.3,4.5,1.2,1.6
22177,2002-09-20,16.2,6.2,0.6,0.0,1012.3,3.8,1.3,1.9
22178,2002-09-21,18.2,4.9,0.6,0.0,1012.2,4.0,1.6,2.2
22179,2002-09-22,16.0,7.1,2.1,0.0,1013.2,6.7,1.1,1.5
22180,2002-09-23,14.8,5.5,0.8,0.0,1016.1,6.3,1.2,1.7
22181,2002-09-24,15.8,3.4,-1.4,0.0,1017.9,3.8,1.2,1.7
22182,2002-09-25,16.5,4.6,-0.5,0.0,1014.5,8.5,1.5,2.1
22183,2002-09-26,16.8,8.1,8.6,0.0,1013.8,10.8,1.4,2.1
22184,2002-09-27,17.3,7.2,1.9,0.1,1017.1,4.9,1.3,1.8
22185,2002-09-28,16.3,11.4,10.1,0.0,1015.3,5.3,1.2,1.5
22186,2002-09-29,19.5,11.6,6.4,0.0,1010.9,9.4,1.9,2.5
22187,2002-09-30,19.1,13.2,11.5,11.0,1007.7,9.1,1.7,2.3
22188,2002-10-01,18.6,13.5,11.4,0.3,1006.8,9.5,1.3,1.8
22189,2002-10-02,16.5,9.2,13.2,7.6,1005.5,9.9,0.7,1
22190,2002-10-03,16.9,6.1,0.8,0.1,1013.2,8.5,1.5,2.1
22191,2002-10-04,17.6,6.5,-1,0.0,1017.8,9.4,1.5,2
22192,2002-10-05,18.7,9.7,9.3,0.0,1016.9,12.1,1.6,2.2
22193,2002-10-06,17.2,10.1,5.4,0.0,1013.1,4.9,0.9,1.3
22194,2002-10-07,17.3,5.3,0.7,0.0,1005.2,4.6,0.9,1.3
22195,2002-10-08,13.5,10.4,10.2,16.4,996.4,14.9,1.0,1.3
22196,2002-10-09,13.3,9.2,8.2,1.4,995.4,13.0,1.2,1.6
22197,2002-10-10,15.0,7.4,3.1,0.0,999.8,6.0,1.1,1.5
22198,2002-10-11,13.3,9.6,3.6,35.9,999.0,7.9,0.5,0.7
22199,2002-10-12,13.8,5.3,3.1,0.1,999.9,9.5,1.1,1.6
22200,2002-10-13,11.1,3.7,-1.1,4.0,999.2,5.9,0.6,0.8
22201,2002-10-14,12.6,5.5,3.7,1.6,1000.6,6.8,0.8,1.2
22202,2002-10-15,11.0,8.0,0.8,7.2,996.0,14.4,1.1,1.5
22203,2002-10-16,10.2,2.8,4.7,0.5,996.3,9.8,0.9,1.3
22204,2002-10-17,9.0,0.9,-1.4,0.3,997.0,7.1,0.6,0.9
22205,2002-10-18,9.8,1.1,-0.9,0.0,1003.3,7.4,0.9,1.2
22206,2002-10-19,9.7,-0.1,-3.9,0.0,1008.8,5.8,0.7,1
22207,2002-10-20,8.3,5.8,-1.5,51.0,996.2,14.7,0.9,1.2
22208,2002-10-21,14.7,7.8,5.4,19.3,978.5,8.5,0.6,0.9
22209,2002-10-22,12.3,4.8,7.2,0.3,976.8,10.6,0.5,0.7
22210,2002-10-23,8.2,1.4,-0.1,0.0,990.7,14.6,0.9,1.3
22211,2002-10-24,11.6,-0.1,-6.9,1.8,988.7,6.9,0.6,0.8
22212,2002-10-25,13.1,7.1,5.7,2.8,976.8,18.5,1.2,1.7
22213,2002-10-26,13.7,5.2,3.1,3.1,987.7,16.5,0.8,1.2
22214,2002-10-27,12.5,5.3,5.7,4.9,989.3,21.7,1.1,1.6
22215,2002-10-28,10.4,4.8,2.4,0.3,1013.8,10.1,0.9,1.1
22216,2002-10-29,9.7,6.8,4.8,22.3,1005.2,7.8,0.5,0.7
22217,2002-10-30,10.3,4.9,-0.9,0.0,1005.8,6.4,0.5,0.7
22218,2002-10-31,13.2,5.7,-1.2,0.0,1004.3,7.4,0.5,0.7
22219,2002-11-01,13.5,7.6,10,3.4,996.0,8.2,0.4,0.6
22220,2002-11-02,15.9,5.1,0.5,21.6,988.8,14.3,0.6,0.8
22221,2002-11-03,11.9,7.4,5.5,2.5,991.9,16.8,1.0,1.3
22222,2002-11-04,13.3,6.6,3.7,0.0,1002.7,10.5,0.6,0.8
22223,2002-11-05,14.3,4.9,-0.8,0.5,1003.9,5.2,0.4,0.5
22224,2002-11-06,13.7,4.5,5.6,1.8,1004.3,14.8,0.5,0.7
22225,2002-11-07,8.5,3.5,1.2,0.2,1008.4,14.1,0.6,0.8
22226,2002-11-08,14.0,7.1,5,11.5,997.0,13.4,0.6,0.8
22227,2002-11-09,11.0,6.6,4.6,7.9,995.4,6.2,0.3,0.5
22228,2002-11-10,13.4,7.9,7.1,4.1,989.5,12.5,0.4,0.5
22229,2002-11-11,8.9,5.4,4.6,0.2,987.2,14.6,0.8,1
22230,2002-11-12,9.9,4.6,2.3,0.6,982.7,10.4,0.7,0.9
22231,2002-11-13,9.4,2.3,-4,6.4,972.0,6.3,0.4,0.5
22232,2002-11-14,10.3,6.8,4.4,74.6,962.8,13.1,0.4,0.7
22233,2002-11-15,8.8,5.1,6.6,5.8,978.2,10.8,0.5,0.6
22234,2002-11-16,8.2,3.5,2.5,0.0,993.2,9.8,0.5,0.7
22235,2002-11-17,6.4,1.3,-1,0.0,998.5,6.4,0.2,0.3
22236,2002-11-18,11.3,3.8,1,1.2,997.2,11.8,0.5,0.7
22237,2002-11-19,10.3,8.6,8,2.0,993.5,18.2,0.7,1
22238,2002-11-20,10.0,6.9,4.8,2.5,982.4,11.3,0.5,0.6
22239,2002-11-21,11.0,6.9,6,11.2,969.8,15.2,0.5,0.7
22240,2002-11-22,10.7,7.4,4.9,7.3,972.5,9.3,0.5,0.6
22241,2002-11-23,10.1,5.1,0.2,4.4,979.8,10.1,0.5,0.6
22242,2002-11-24,11.0,5.2,4.5,0.2,986.0,9.0,0.5,0.6
22243,2002-11-25,11.5,5.9,-1.6,0.8,990.8,7.4,0.4,0.5
22244,2002-11-26,12.0,8.3,3.1,1.8,988.5,13.2,0.5,0.7
22245,2002-11-27,14.1,7.7,9.5,9.0,981.3,14.9,1.0,1.2
22246,2002-11-28,10.2,5.5,4.2,0.8,987.1,7.8,0.5,0.6
22247,2002-11-29,9.9,3.9,0.8,0.0,1000.5,8.9,0.2,0.2
22248,2002-11-30,11.7,4.4,1,3.5,1002.3,8.0,0.4,0.5
22249,2002-12-01,10.4,6.7,2.3,3.6,984.0,21.8,0.9,1.1
22250,2002-12-02,8.5,6.0,4.4,0.8,986.7,23.1,0.8,1
22251,2002-12-03,9.6,4.8,2.6,2.2,997.5,8.7,0.4,0.6
22252,2002-12-04,9.8,2.0,1.8,0.1,1004.8,12.6,0.2,0.2
22253,2002-12-05,6.0,0.1,-1.6,0.0,1019.0,8.5,0.1,0.1
22254,2002-12-06,7.7,-2.2,-5.5,0.0,1023.9,4.5,0.2,0.3
22255,2002-12-07,7.3,5.2,-0.8,2.0,1020.2,9.5,0.6,0.7
22256,2002-12-08,6.7,4.7,4.5,0.0,1015.8,13.3,1.0,1.2
22257,2002-12-09,5.8,3.9,1.9,0.0,1016.0,14.8,0.9,1.1
22258,2002-12-10,5.7,4.3,1.9,0.0,1014.6,19.8,1.4,1.9
22259,2002-12-11,5.7,3.3,2.6,0.9,1009.8,15.6,1.0,1.2
22260,2002-12-12,5.3,3.3,1.2,0.6,1006.8,7.8,0.6,0.8
22261,2002-12-13,7.7,3.4,3.6,0.2,1009.7,4.6,0.3,0.4
22262,2002-12-14,7.7,4.8,-1.3,0.0,1007.2,11.6,0.6,0.8
22263,2002-12-15,6.5,4.2,4.2,4.2,1004.2,10.6,0.7,0.9
22264,2002-12-16,5.3,1.9,3.1,4.0,1010.2,8.8,0.4,0.6
22265,2002-12-17,6.0,1.8,-0.7,1.2,1017.8,8.4,0.6,0.7
22266,2002-12-18,5.4,2.5,-0.4,0.0,1020.2,11.2,0.7,0.9
22267,2002-12-19,7.4,2.5,0.4,0.0,1013.1,11.2,0.5,0.5
22268,2002-12-20,7.8,3.6,-0.5,3.9,1005.5,8.4,0.5,0.6
22269,2002-12-21,10.6,6.7,5.7,10.6,997.9,11.5,0.5,0.7
22270,2002-12-22,10.7,5.5,7.3,0.1,993.9,9.3,0.2,0.3
22271,2002-12-23,13.4,8.8,0.8,5.0,987.5,15.2,0.8,1
22272,2002-12-24,12.4,7.5,5,0.2,984.4,10.8,0.5,0.5
22273,2002-12-25,10.9,7.3,2.6,1.2,990.0,8.5,0.3,0.3
22274,2002-12-26,9.6,7.9,4.1,6.5,980.4,8.1,0.2,0.3
22275,2002-12-27,8.6,7.1,6.9,10.5,978.1,7.7,0.3,0.4
22276,2002-12-28,8.1,5.0,3.7,0.1,989.7,9.0,0.2,0.2
22277,2002-12-29,11.7,6.1,3.6,32.4,986.0,7.4,0.4,0.5
22278,2002-12-30,7.9,6.0,7.1,2.4,991.3,10.2,0.4,0.5
22279,2002-12-31,8.2,6.0,5.8,4.8,994.1,14.6,0.4,0.6
22280,2003-01-01,11.3,6.7,4.1,9.7,981.8,12.2,0.1,0.2
22281,2003-01-02,8.3,3.2,4.2,3.3,978.5,9.6,0.3,0.5
22282,2003-01-03,4.4,-0.9,0.3,8.9,993.5,10.8,0.3,0.3
22283,2003-01-04,4.0,-3.5,-4.5,0.0,1007.0,5.5,0.1,0.1
22284,2003-01-05,4.8,-4.4,-10.3,0.0,1006.3,5.0,0.2,0.3
22285,2003-01-06,5.1,0.0,-6.3,0.0,1007.8,10.3,0.6,0.7
22286,2003-01-07,2.6,-0.2,-4.6,0.0,1006.9,19.2,1.0,1.5
22287,2003-01-08,5.7,-0.5,-3.9,0.1,1010.6,11.6,0.9,1
22288,2003-01-09,6.5,2.4,-0.7,2.6,1018.3,11.1,0.7,0.8
22289,2003-01-10,4.6,-2.3,1,0.1,1023.8,5.5,0.5,0.6
22290,2003-01-11,6.8,-3.6,-8.1,0.0,1025.7,4.4,0.2,0.3
22291,2003-01-12,8.4,-0.1,-5.9,0.0,1020.6,14.8,0.4,0.6
22292,2003-01-13,9.9,8.3,2.8,1.8,1015.2,17.3,0.5,0.7
22293,2003-01-14,10.2,9.0,7.7,0.2,1008.0,20.1,1.0,1.3
22294,2003-01-15,9.8,4.6,4.2,1.8,1006.2,17.5,0.6,0.8
22295,2003-01-16,12.1,4.5,3.1,0.0,1003.2,18.1,1.1,1.4
22296,2003-01-17,12.0,3.4,4.9,10.6,995.0,16.3,0.8,0.9
22297,2003-01-18,9.3,3.8,1.4,6.9,992.8,9.2,0.6,0.7
22298,2003-01-19,8.5,2.4,-2.7,0.0,982.8,6.3,0.3,0.4
22299,2003-01-20,9.4,3.2,-0.1,2.4,971.2,12.6,0.2,0.3
22300,2003-01-21,7.6,1.6,-1.8,0.0,969.6,5.9,0.2,0.3
22301,2003-01-22,7.4,-0.9,0.1,0.0,991.5,14.0,0.5,0.6
22302,2003-01-23,10.0,-1.6,-4,0.0,1012.7,7.7,0.2,0.3
22303,2003-01-24,12.0,9.0,-0.7,1.5,1015.3,15.5,0.9,1.2
22304,2003-01-25,10.7,6.6,5.8,1.6,1015.3,14.6,0.6,0.8
22305,2003-01-26,12.7,7.9,5.1,0.0,1018.7,20.9,0.7,0.9
22306,2003-01-27,12.0,4.0,8.3,0.9,1016.8,18.7,0.9,1.2
22307,2003-01-28,6.0,3.5,2.5,6.0,1010.0,22.9,0.8,1.3
22308,2003-01-29,5.8,2.5,1.1,0.0,1011.7,14.1,0.6,0.8
22309,2003-01-30,5.2,-1.6,-0.3,3.8,1011.8,14.2,0.4,0.6
22310,2003-01-31,5.3,-1.9,-3.2,0.4,1012.2,11.1,0.3,0.5
22311,2003-02-01,7.5,2.4,-1.3,0.3,1000.9,14.3,0.5,0.6
22312,2003-02-02,5.8,0.7,1.6,0.2,990.7,20.4,0.7,1.1
22313,2003-02-03,4.3,-0.4,-1.1,0.1,985.2,16.3,0.6,0.9
22314,2003-02-04,4.2,-1.0,-2.6,0.0,994.6,13.2,0.5,0.7
22315,2003-02-05,6.3,-0.5,-2,0.0,1004.2,6.4,0.5,0.7
22316,2003-02-06,10.8,3.4,-1.2,0.6,1001.7,10.2,0.6,0.9
22317,2003-02-07,11.0,4.9,1.8,0.0,1005.0,8.7,0.7,0.9
22318,2003-02-08,10.6,6.3,5.1,3.5,1001.3,12.0,0.7,0.9
22319,2003-02-09,7.5,1.0,0,0.9,1004.0,9.0,0.5,0.7
22320,2003-02-10,10.6,2.6,-5.3,2.4,1002.7,11.9,0.8,1
22321,2003-02-11,9.0,-0.1,0.6,0.0,1012.3,7.7,0.5,0.7
22322,2003-02-12,9.4,-1.2,-4.7,0.0,1020.0,4.2,0.5,0.7
22323,2003-02-13,7.0,-2.1,-6.6,0.0,1017.1,5.5,0.4,0.6
22324,2003-02-14,4.6,-3.5,-4.4,0.0,1020.5,6.1,0.3,0.5
22325,2003-02-15,5.9,-5.1,-10.7,0.0,1024.3,6.9,0.6,0.9
22326,2003-02-16,5.9,1.9,-7.3,0.0,1022.9,12.7,0.9,1.2
22327,2003-02-17,4.0,-1.2,-8.8,0.0,1021.9,13.8,0.7,1
22328,2003-02-18,4.3,1.3,-0.9,0.0,1010.7,21.0,1.3,2
22329,2003-02-19,5.1,0.9,-0.5,0.0,1000.8,12.2,1.0,1.4
22330,2003-02-20,6.2,0.7,-2.6,0.9,999.0,5.0,0.5,0.6
22331,2003-02-21,11.5,3.9,-0.6,0.0,1005.5,8.0,0.9,1.2
22332,2003-02-22,9.1,4.7,1.7,0.0,1003.8,16.5,1.2,1.7
22333,2003-02-23,12.3,3.8,5.3,0.4,1004.0,12.6,1.2,1.7
22334,2003-02-24,8.9,0.5,-5.8,0.0,1007.5,11.3,0.5,0.8
22335,2003-02-25,8.4,6.8,5.3,0.0,1000.8,11.2,0.8,1.1
22336,2003-02-26,8.9,7.1,5.6,6.1,996.0,12.4,0.8,1.1
22337,2003-02-27,9.9,6.1,6.6,0.7,997.2,8.5,0.7,1
22338,2003-02-28,9.3,4.8,1.8,4.8,992.8,16.1,0.6,1
22339,2003-03-01,10.5,3.3,-1.4,9.8,994.5,7.7,0.8,1.1
22340,2003-03-02,11.0,1.7,-0.3,0.8,999.1,8.5,1.1,1.6
22341,2003-03-03,11.1,1.9,-3.6,1.4,999.4,12.3,0.8,1.2
22342,2003-03-04,13.1,6.1,6.5,0.7,992.8,14.5,1.0,1.4
22343,2003-03-05,11.4,3.5,2.4,0.0,997.0,11.1,1.4,1.9
22344,2003-03-06,11.4,2.9,1.3,0.0,1002.0,12.0,1.5,2.1
22345,2003-03-07,9.1,4.3,5.9,1.0,993.7,15.4,1.1,1.7
22346,2003-03-08,11.6,3.5,2.2,3.9,996.8,16.6,0.9,1.4
22347,2003-03-09,12.1,8.6,8.2,0.9,994.3,20.5,1.5,2.2
22348,2003-03-10,10.8,5.5,4.6,7.1,996.6,19.5,1.3,2.1
22349,2003-03-11,12.1,3.6,5.7,0.6,1004.2,18.3,1.5,2.5
22350,2003-03-12,8.2,1.8,-0.1,0.0,1022.2,9.6,1.4,2.1
22351,2003-03-13,7.0,0.6,-2.2,0.0,1026.7,8.2,1.1,1.6
22352,2003-03-14,8.6,0.8,-3,0.0,1022.3,8.1,1.2,1.9
22353,2003-03-15,9.4,0.4,-1.5,0.0,1024.9,9.6,1.4,2.2
22354,2003-03-16,10.4,0.7,-5.9,0.0,1028.0,8.3,1.6,2.3
22355,2003-03-17,12.4,0.4,-6.1,0.0,1025.7,6.3,1.3,2
22356,2003-03-18,12.0,-1.4,-6.7,0.0,1022.9,4.8,1.2,1.8
22357,2003-03-19,9.4,-2.1,-5.7,0.0,1020.8,2.8,1.0,1.4
22358,2003-03-20,11.0,2.7,-4.1,0.1,1019.1,7.0,1.1,1.5
22359,2003-03-21,12.7,1.4,0.1,0.0,1015.0,5.4,1.4,2
22360,2003-03-22,11.3,-0.8,-5.6,0.0,1010.8,5.8,1.3,1.9
22361,2003-03-23,13.1,-2.3,-5.3,0.0,1009.8,4.9,1.4,2
22362,2003-03-24,14.6,2.6,-0.9,0.1,1009.5,5.6,1.6,2.3
22363,2003-03-25,14.1,4.2,0.7,0.0,1011.5,5.5,1.5,2.1
22364,2003-03-26,13.1,0.7,-1.9,0.0,1009.8,5.4,1.5,2.2
22365,2003-03-27,13.5,3.4,-0.2,0.0,1007.8,5.1,1.7,2.4
22366,2003-03-28,12.7,3.7,-1,0.7,1004.2,4.2,1.0,1.4
22367,2003-03-29,13.4,3.4,5.9,0.0,1007.2,7.2,1.8,2.7
22368,2003-03-30,12.6,1.5,-0.2,0.0,1013.3,6.9,1.5,2.2
22369,2003-03-31,14.6,-0.9,-4.8,0.0,1009.8,9.1,2.0,3
22370,2003-04-01,11.4,3.6,6.9,4.1,1001.3,20.1,1.7,3.1
22371,2003-04-02,12.7,3.5,2.1,0.5,1011.2,13.2,1.7,2.6
22372,2003-04-03,13.6,6.5,6.9,0.1,1019.9,8.4,1.2,1.7
22373,2003-04-04,17.4,5.0,4.6,0.2,1024.3,9.6,2.1,3.1
22374,2003-04-05,13.7,3.7,1.8,0.0,1024.1,3.4,1.6,2.2
22375,2003-04-06,8.7,3.9,-2.1,0.0,1019.4,5.7,0.8,1.1
22376,2003-04-07,10.8,5.2,2.7,0.0,1014.5,8.6,1.5,2.2
